Review,Price,Shipping,Outlook,Quality,Size,Shop_Service,General,Others,Review_Cleaned,tokens,input_ids,attention_mask
"Đúng y trong hình,đeo vừa vặn chân mình luôn kk",-1,-1,-1,-1,1,1,1,-1,"đúng y trong hình,đeo vừa vặn chân mình luôn không","['▁đ', 'úng', '▁y', '▁tr', 'ong', '▁h', 'ình', ',', 'đ', 'eo', '▁v', 'ừa', '▁v', 'ặn', '▁ch', 'ân', '▁m', 'ình', '▁luôn', '▁kh', 'ông']","[0, 8, 208, 170, 26, 68, 13, 39, 14665, 14648, 254, 15, 320, 15, 1143, 11, 91, 9, 39, 166, 25, 38, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"Giày khá nhẹ, có vài vết bẩn nhỏ kb cọ được không. Mình đã phải xem 7749 cái đánh giá của shop, thấy mn chụp ảnh giày cũng trắng mà màu nhận được hơi ngà (mn xem video nhé), kb có phải tuỳ đợt hàng k. Bt đi sz37 mà đặt sz39 rồi cũng đi vừa in luôn 😅😅",-1,-1,2,2,1,-1,1,-1,"giày khá nhẹ, có vài vết bẩn nhỏ không bao giờ cọ được không. mình đã phải xem 7749 cái đánh giá của shop, thấy mọi người chụp ảnh giày cũng trắng mà màu nhận được hơi ngà (mọi người xem video nhé), không bao giờ có phải tuỳ đợt hàng không. bình thường đi sz37 mà đặt sz39 rồi cũng đi vừa in luôn","['▁gi', 'ày', '▁khá', '▁nhẹ', ',', '▁có', '▁v', 'ài', '▁v', 'ết', '▁b', 'ẩn', '▁nhỏ', '▁kh', 'ông', '▁b', 'ao', '▁giờ', '▁cọ', '▁đ', 'ược', '▁kh', 'ông', '.', '▁m', 'ình', '▁đã', '▁ph', 'ải', '▁x', 'em', '▁77', '49', '▁cái', '▁đ', 'ánh', '▁giá', '▁c', 'ủa', '▁shop', ',', '▁th', 'ấy', '▁m', 'ọi', '▁ng', 'ười', '▁ch', 'ụp', '▁ảnh', '▁gi', 'ày', '▁c', 'ũng', '▁tr', 'ắng', '▁mà', '▁màu', '▁nh', 'ận', '▁đ', 'ược', '▁h', 'ơi', '▁ngà', '▁(', 'mọi', '▁ng', 'ười', '▁x', 'em', '▁video', '▁nhé', '),', '▁kh', 'ông', '▁b', 'ao', '▁giờ', '▁có', '▁ph', 'ải', '▁tuỳ', '▁đ', 'ợt', '▁h', 'àng', '▁kh', 'ông', '.', '▁b', 'ình', '▁th', 'ườ', 'ng', '▁đi', '▁sz', '37', '▁mà', '▁đ', 'ặt', '▁sz', '39', '▁r', 'ồi', '▁c', 'ũng', '▁đi', '▁v', 'ừa', '▁in', '▁luôn']","[0, 33, 193, 552, 943, 14665, 41, 15, 96, 15, 122, 14, 375, 598, 25, 38, 14, 44, 321, 7004, 8, 103, 25, 38, 14660, 9, 39, 197, 35, 99, 34, 157, 4340, 2142, 131, 8, 262, 224, 5, 98, 308, 14665, 12, 49, 9, 301, 23, 92, 11, 792, 444, 33, 193, 5, 93, 26, 402, 50, 484, 18, 138, 8, 103, 2]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
hsbsbs không có gì đâu phải là người ta nói là một trong phòng tắm của chị quỳnh hơi nóng vào acc,-1,-1,-1,-1,-1,-1,2,-1,hsbsbs không có gì đâu phải là người ta nói là một trong phòng tắm của chị quỳnh hơi nóng vào ac,"['▁hs', 'bs', 'bs', '▁kh', 'ông', '▁có', '▁gì', '▁đ', 'âu', '▁ph', 'ải', '▁là', '▁ng', 'ười', '▁ta', '▁nói', '▁là', '▁m', 'ột', '▁tr', 'ong', '▁ph', 'òng', '▁t', 'ắm', '▁c', 'ủa', '▁chị', '▁qu', 'ỳnh', '▁h', 'ơi', '▁nó', 'ng', '▁vào', '▁ac']","[0, 3019, 1926, 1926, 25, 38, 41, 143, 8, 101, 35, 99, 29, 23, 92, 309, 233, 29, 9, 214, 26, 68, 35, 295, 6, 178, 5, 98, 112, 37, 724, 13, 74, 88, 4, 239, 3359, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
không có hộp mũi giày không đều,-1,-1,0,-1,-1,0,0,-1,không có hộp mũi giày không đều,"['▁kh', 'ông', '▁có', '▁hộp', '▁mũi', '▁gi', 'ày', '▁kh', 'ông', '▁đ', 'ều']","[0, 25, 38, 41, 1084, 1657, 33, 193, 25, 38, 8, 409, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"Shop giao hàng cẩn thận và không làm mất form giày, giày mang nhẹ và êm chân lắm 😘 sẽ ủng hộ shop tiếp 🤗🤗",-1,-1,-1,1,-1,1,1,-1,"shop giao hàng cẩn thận và không làm mất form giày, giày mang nhẹ và êm chân lắm sẽ ủng hộ shop tiếp","['▁shop', '▁gi', 'ao', '▁h', 'àng', '▁c', 'ẩn', '▁th', 'ận', '▁và', '▁kh', 'ông', '▁làm', '▁m', 'ất', '▁form', '▁gi', 'ày', ',', '▁gi', 'ày', '▁m', 'ang', '▁nhẹ', '▁và', '▁êm', '▁ch', 'ân', '▁l', 'ắm', '▁sẽ', '▁ủng', '▁hộ', '▁shop', '▁tiếp']","[0, 308, 33, 44, 13, 79, 5, 375, 12, 138, 62, 25, 38, 129, 9, 51, 3778, 33, 193, 14665, 33, 193, 9, 86, 943, 62, 1526, 11, 91, 10, 178, 237, 716, 416, 308, 609, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Nên mua nha moi nguoi gia rẻ lại ship nhanh shop de thuong chu dao,1,1,-1,-1,-1,1,1,-1,nên mua nha moi nguoi gia rẻ lại ship nhanh shop de thuong chu dao,"['▁n', 'ên', '▁mua', '▁nha', '▁m', 'oi', '▁ngu', 'oi', '▁g', 'ia', '▁rẻ', '▁l', 'ại', '▁sh', 'ip', '▁nha', 'nh', '▁shop', '▁de', '▁thu', 'ong', '▁chu', '▁d', 'ao']","[0, 16, 31, 183, 87, 9, 139, 700, 139, 20, 457, 752, 10, 63, 223, 648, 87, 7, 308, 726, 341, 68, 429, 22, 44, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Ổn so với tầm giá,-1,-1,-1,2,-1,-1,2,-1,ổn so với tầm giá,"['▁ổn', '▁so', '▁v', 'ới', '▁t', 'ầm', '▁giá']","[0, 645, 714, 15, 54, 6, 384, 224, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"Giày nhẹ, nhưng chữ LA in bị lem màu ra xung quanh, k được nét như trên ảnh —————————- Shop đã liên hệ lại để đổi đôi mới, nhưng mh k muốn đợi nên shop đã bank lại cho mh 50k Làm việc rất có trách nhiệm nên mh đánh giá lại 5* cho các bạn ý. Hi vọng shop sẽ tiếp tục nhận được sự ủng hộ của mn.",-1,-1,-1,0,-1,1,0,-1,"giày nhẹ, nhưng chữ la in bị lem màu ra xung quanh, không được nét như trên ảnh - shop đã liên hệ lại để đổi đôi mới, nhưng mh không muốn đợi nên shop đã bank lại cho mh 50k làm việc rất có trách nhiệm nên mh đánh giá lại 5 cho các bạn ý. hi vọng shop sẽ tiếp tục nhận được sự ủng hộ của mọi người.","['▁gi', 'ày', '▁nhẹ', ',', '▁như', 'ng', '▁chữ', '▁la', '▁in', '▁bị', '▁l', 'em', '▁màu', '▁ra', '▁x', 'ung', '▁qu', 'anh', ',', '▁kh', 'ông', '▁đ', 'ược', '▁n', 'ét', '▁như', '▁tr', 'ên', '▁ảnh', '▁-', '▁shop', '▁đã', '▁l', 'iên', '▁hệ', '▁l', 'ại', '▁để', '▁đ', 'ổi', '▁đ', 'ôi', '▁m', 'ới', ',', '▁như', 'ng', '▁mh', '▁kh', 'ông', '▁muốn', '▁đ', 'ợi', '▁n', 'ên', '▁shop', '▁đã', '▁b', 'ank', '▁l', 'ại', '▁cho', '▁mh', '▁50', 'k', '▁làm', '▁v', 'iệc', '▁r', 'ất', '▁có', '▁tr', 'ách', '▁nh', 'iệm', '▁n', 'ên', '▁mh', '▁đ', 'ánh', '▁giá', '▁l', 'ại', '▁5', '▁cho', '▁c', 'ác', '▁b', 'ạn', '▁ý', '.', '▁hi', '▁v', 'ọng', '▁shop', '▁sẽ', '▁tiếp', '▁t', 'ục', '▁nh', 'ận', '▁đ', 'ược', '▁sự', '▁ủng', '▁hộ', '▁c', 'ủa', '▁m', 'ọi', '▁ng', 'ười', '.']","[0, 33, 193, 943, 14665, 65, 4, 1245, 562, 858, 199, 10, 157, 484, 141, 34, 160, 37, 175, 14665, 25, 38, 8, 103, 16, 585, 65, 26, 31, 444, 317, 308, 197, 10, 161, 1186, 10, 63, 151, 8, 292, 8, 78, 9, 54, 14665, 65, 4, 4197, 25, 38, 360, 8, 639, 16, 31, 308, 197, 14, 1424, 10, 63, 71, 2]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
"Chất lượng sản phẩm tuyệt vời, giao hangg nhanh, đóng gói chắc chắn…………..",-1,1,-1,1,-1,1,1,-1,"chất lượng sản phẩm tuyệt vời, giao hang nhanh, đóng gói chắc chắn..","['▁ch', 'ất', '▁l', 'ượ', 'ng', '▁s', 'ản', '▁ph', 'ẩm', '▁t', 'uyệt', '▁v', 'ời', ',', '▁gi', 'ao', '▁h', 'ang', '▁nha', 'nh', ',', '▁đó', 'ng', '▁g', 'ói', '▁ch', 'ắc', '▁ch', 'ắn', '..']","[0, 11, 51, 10, 69, 4, 19, 169, 35, 277, 6, 687, 15, 52, 14665, 33, 44, 13, 86, 87, 7, 14665, 136, 4, 20, 313, 11, 181, 11, 307, 187, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Ùi không ngờ hạt dẻ mà lại đẹp với dày dặn zay luoonn áaa. Highly recommended mọi người nên mua nhé. Ship cũng nhanh nữaaaa,-1,-1,1,1,-1,-1,1,-1,ùi không ngờ hạt dẻ mà lại đẹp với dày dặn zay luon áa. highly recomended mọi người nên mua nhé. ship cũng nhanh nữa,"['▁ùi', '▁kh', 'ông', '▁ngờ', '▁h', 'ạt', '▁dẻ', '▁mà', '▁l', 'ại', '▁đ', 'ẹp', '▁v', 'ới', '▁d', 'ày', '▁d', 'ặn', '▁z', 'ay', '▁lu', 'on', '▁á', 'a', '.', '▁hi', 'gh', 'ly', '▁re', 'com', 'end', 'ed', '▁m', 'ọi', '▁ng', 'ười', '▁n', 'ên', '▁mua', '▁nhé', '.', '▁sh', 'ip', '▁c', 'ũng', '▁nha', 'nh', '▁n', 'ữa']","[0, 6286, 25, 38, 1538, 13, 454, 2424, 50, 10, 63, 8, 165, 15, 54, 22, 193, 22, 1143, 392, 46, 117, 59, 247, 14643, 14660, 791, 3083, 1892, 910, 1268, 1749, 2252, 9, 301, 23, 92, 16, 31, 183, 228, 14660, 223, 648, 5, 93, 87, 7, 16, 174, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Hàng đẹp.đóng gói rất cẩn thận.cảm ơn sop sẽ ung hộ nhiều.uy tín mọi người nên mua,-1,-1,1,-1,-1,1,1,-1,hàng đẹp.đóng gói rất cẩn thận.cảm ơn sop sẽ ung hộ nhiều.uy tín mọi người nên mua,"['▁h', 'àng', '▁đ', 'ẹp', '.', 'đóng', '▁g', 'ói', '▁r', 'ất', '▁c', 'ẩn', '▁th', 'ận', '.', 'cảm', '▁ơn', '▁s', 'op', '▁sẽ', '▁u', 'ng', '▁hộ', '▁nh', 'iều', '.', 'uy', '▁tín', '▁m', 'ọi', '▁ng', 'ười', '▁n', 'ên', '▁mua']","[0, 13, 79, 8, 165, 14660, 6491, 20, 313, 24, 51, 5, 375, 12, 138, 14660, 5983, 450, 19, 186, 237, 461, 4, 416, 18, 167, 14660, 43, 1767, 9, 301, 23, 92, 16, 31, 183, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Đặt 2 đơn thì shop giao có 1 đơn hàng nhưng giày khá đẹp so với giá tiền hình ảnh chỉ mang tính chất nhận xu,-1,-1,2,-1,-1,0,0,-1,đặt 2 đơn thì shop giao có 1 đơn hàng nhưng giày khá đẹp so với giá tiền hình ảnh chỉ mang tính chất nhận xu,"['▁đ', 'ặt', '▁2', '▁đ', 'ơn', '▁thì', '▁shop', '▁gi', 'ao', '▁có', '▁1', '▁đ', 'ơn', '▁h', 'àng', '▁như', 'ng', '▁gi', 'ày', '▁khá', '▁đ', 'ẹp', '▁so', '▁v', 'ới', '▁giá', '▁t', 'iền', '▁h', 'ình', '▁ảnh', '▁chỉ', '▁m', 'ang', '▁t', 'ính', '▁ch', 'ất', '▁nh', 'ận', '▁xu']","[0, 8, 244, 466, 8, 124, 61, 308, 33, 44, 41, 303, 8, 124, 13, 79, 65, 4, 33, 193, 552, 8, 165, 714, 15, 54, 224, 6, 209, 13, 39, 444, 229, 9, 86, 6, 261, 11, 51, 18, 138, 420, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Thời gian vận chuyển rất hợp lí. Tôi đã đặt hàng với tâm thế hào hứng chờ đợi để được trải nghiệm sản phẩm và tôi không hề bị chờ mỏi cổ. Có thể thấy bên vận chuyển không quản ngại thời tiết và đường xá xa xôi để đưa sản phẩm cho tôi trong thời gian ngắn nhất.,-1,1,-1,-1,-1,-1,1,-1,thời gian vận chuyển rất hợp lí. tôi đã đặt hàng với tâm thế hào hứng chờ đợi để được trải nghiệm sản phẩm và tôi không hề bị chờ mỏi cổ. có thể thấy bên vận chuyển không quản ngại thời tiết và đường xá xa xôi để đưa sản phẩm cho tôi trong thời gian ngắn nhất.,"['▁th', 'ời', '▁gi', 'an', '▁v', 'ận', '▁ch', 'uy', 'ển', '▁r', 'ất', '▁h', 'ợp', '▁lí', '.', '▁t', 'ôi', '▁đã', '▁đ', 'ặt', '▁h', 'àng', '▁v', 'ới', '▁t', 'âm', '▁thế', '▁h', 'ào', '▁h', 'ứng', '▁chờ', '▁đ', 'ợi', '▁để', '▁đ', 'ược', '▁tr', 'ải', '▁ngh', 'iệm', '▁s', 'ản', '▁ph', 'ẩm', '▁và', '▁t', 'ôi', '▁kh', 'ông', '▁hề', '▁bị', '▁chờ', '▁m', 'ỏi', '▁cổ', '.', '▁có', '▁thể', '▁th', 'ấy', '▁b', 'ên', '▁v', 'ận', '▁ch', 'uy', 'ển', '▁kh', 'ông', '▁qu', 'ản', '▁ng', 'ại', '▁th', 'ời', '▁t', 'iết', '▁và', '▁đ', 'ườ', 'ng', '▁xá', '▁xa', '▁x', 'ôi', '▁để', '▁đ', 'ưa', '▁s', 'ản', '▁ph', 'ẩm', '▁cho', '▁t', 'ôi', '▁tr', 'ong', '▁th', 'ời', '▁gi', 'an', '▁ng', 'ắn', '▁nh', 'ất', '.']","[0, 12, 52, 33, 67, 15, 138, 11, 43, 636, 24, 51, 13, 491, 1382, 14660, 6, 78, 197, 8, 244, 13, 79, 15, 54, 6, 250, 211, 13, 344, 13, 492, 1018, 8, 639, 151, 8, 103, 26, 99, 108, 630, 19, 169, 35, 277, 62, 6, 78, 25, 38, 2065, 199, 1018, 9, 314, 1152, 14660, 41, 338, 12, 49, 14, 2]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
Mầu sắc đúng vs quảng cáo trên live. Tôi đã nhận hàng rất 0k. Cảm ơn sop. Có nhu cầu gì tôi sẽ ủng hộ sop,-1,-1,1,-1,-1,-1,1,-1,mầu sắc đúng với quảng cáo trên live. tôi đã nhận hàng rất 0k. cảm ơn sop. có nhu cầu gì tôi sẽ ủng hộ sop,"['▁m', 'ầu', '▁s', 'ắc', '▁đ', 'úng', '▁v', 'ới', '▁qu', 'ảng', '▁c', 'áo', '▁tr', 'ên', '▁live', '.', '▁t', 'ôi', '▁đã', '▁nh', 'ận', '▁h', 'àng', '▁r', 'ất', '▁0', 'k', '.', '▁cảm', '▁ơn', '▁s', 'op', '.', '▁có', '▁n', 'hu', '▁c', 'ầu', '▁gì', '▁t', 'ôi', '▁sẽ', '▁ủng', '▁hộ', '▁s', 'op']","[0, 9, 191, 19, 181, 8, 208, 15, 54, 37, 553, 5, 441, 26, 31, 1086, 14660, 6, 78, 197, 18, 138, 13, 79, 24, 51, 2328, 14651, 14660, 352, 450, 19, 186, 14660, 41, 16, 1055, 5, 191, 143, 6, 78, 237, 716, 416, 19, 186, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"Tiền nào của đó thôi mn ơi. Mình săn đc 99k Màu vải vs đế giày khác nhau hoàn hoàn, không giống một màu trắng mượt mà như trên hình.  Mà vs giá này thì cũng OK rồi",-1,-1,-1,-1,-1,0,2,-1,"tiền nào của đó thôi mọi người ơi. mình săn được 99k màu vải với đế giày khác nhau hoàn hoàn, không giống một màu trắng mượt mà như trên hình. mà với giá này thì cũng ổn rồi","['▁t', 'iền', '▁nào', '▁c', 'ủa', '▁đó', '▁th', 'ôi', '▁m', 'ọi', '▁ng', 'ười', '▁ơi', '.', '▁m', 'ình', '▁s', 'ăn', '▁đ', 'ược', '▁99', 'k', '▁màu', '▁v', 'ải', '▁v', 'ới', '▁đế', '▁gi', 'ày', '▁kh', 'ác', '▁nh', 'au', '▁ho', 'àn', '▁ho', 'àn', ',', '▁kh', 'ông', '▁gi', 'ống', '▁m', 'ột', '▁màu', '▁tr', 'ắng', '▁m', 'ượt', '▁mà', '▁như', '▁tr', 'ên', '▁h', 'ình', '.', '▁mà', '▁v', 'ới', '▁giá', '▁này', '▁thì', '▁c', 'ũng', '▁ổn', '▁r', 'ồi']","[0, 6, 209, 156, 5, 98, 136, 12, 78, 9, 301, 23, 92, 190, 14660, 9, 39, 19, 153, 8, 103, 1635, 14651, 484, 15, 99, 15, 54, 2360, 33, 193, 25, 158, 18, 172, 204, 201, 204, 201, 14665, 25, 38, 33, 164, 9, 214, 484, 26, 402, 9, 866, 50, 65, 26, 31, 13, 39, 14660, 50, 15, 54, 224, 75, 2]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
"Biết là hàng pha kè r nhưng với giá như thế thì quả giày đã quá chất lượng r, chỉ là so với hình trông hơi dại tí thôi",-1,-1,2,1,-1,-1,1,-1,"biết là hàng pha kè r nhưng với giá như thế thì quả giày đã quá chất lượng r, chỉ là so với hình trông hơi dại tí thôi","['▁b', 'iết', '▁là', '▁h', 'àng', '▁pha', '▁kè', '▁r', '▁như', 'ng', '▁v', 'ới', '▁giá', '▁như', '▁thế', '▁thì', '▁quả', '▁gi', 'ày', '▁đã', '▁quá', '▁ch', 'ất', '▁l', 'ượ', 'ng', '▁r', ',', '▁chỉ', '▁là', '▁so', '▁v', 'ới', '▁h', 'ình', '▁tr', 'ông', '▁h', 'ơi', '▁d', 'ại', '▁tí', '▁th', 'ôi']","[0, 14, 152, 29, 13, 79, 2319, 8167, 24, 65, 4, 15, 54, 224, 65, 211, 61, 649, 33, 193, 197, 115, 11, 51, 10, 69, 4, 24, 14665, 229, 29, 714, 15, 54, 13, 39, 26, 38, 13, 74, 22, 63, 746, 12, 78, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Hàng về nhanh box đầy đủ chưa đi thử chưa bt đã đặt 2 lần r nên rất yên tâm,-1,1,-1,-1,-1,1,1,-1,hàng về nhanh box đầy đủ chưa đi thử chưa bình thường đã đặt 2 lần r nên rất yên tâm,"['▁h', 'àng', '▁về', '▁nha', 'nh', '▁b', 'ox', '▁đ', 'ầy', '▁đủ', '▁ch', 'ưa', '▁đi', '▁thử', '▁ch', 'ưa', '▁b', 'ình', '▁th', 'ườ', 'ng', '▁đã', '▁đ', 'ặt', '▁2', '▁l', 'ần', '▁r', '▁n', 'ên', '▁r', 'ất', '▁y', 'ên', '▁t', 'âm']","[0, 13, 79, 206, 87, 7, 14, 4670, 8, 304, 487, 11, 137, 48, 720, 11, 137, 14, 39, 12, 196, 4, 197, 8, 244, 466, 10, 76, 24, 16, 31, 24, 51, 170, 31, 6, 250, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
